Fecha,Cliente,Importe,Concepto,Cantidad,Región,Código,Estado,Fecha_2,Cliente_2,Importe_2,Concepto_2,Cantidad_2,Región_2,Código_2,Estado_2,Fecha_3,Cliente_3,Importe_3,Concepto_3,Cantidad_3,Región_3,Código_3,Estado_3,Fecha_4,Cliente_4,Importe_4,Concepto_4,Cantidad_4,Región_4,Código_4,Estado_4,Fecha_5,Cliente_5,Importe_5,Concepto_5,Cantidad_5,Región_5,Código_5,Estado_5
2024-01-18,"Taller ""El Rápido""",2592.21,Servicio de mantenimiento,224,Cataluña,E-0102,Pagado,2024-01-26,Ibáñez Logística,2755.41,Consultoría técnica,421,Cataluña,H-9524,Pagado,2024-02-03,Ibáñez Logística,1740.59,Consultoría técnica,467,Andalucía,A-7375,Pendiente,2024-02-11,"Fernández, Asociados",3913.81,Transporte de mercancía,293,Galicia,C-4932,En revisión,2024-02-19,Núñez Ortega y Cía.,4918.20,Revisión anual de equipos,24,Galicia,A-9294,En revisión
2024-01-19,Núñez Ortega y Cía.,4109.20,Revisión anual de equipos,398,Aragón,H-8587,En revisión,2024-01-27,Ibáñez Logística,2825.94,Formación interna,361,Madrid,D-5345,Pendiente,2024-02-04,Acme Distribuciones S.L.,1391.89,Formación interna,447,Aragón,F-0144,Anulado,2024-02-12,"Taller ""El Rápido""",765.74,Formación interna,158,Aragón,A-8396,Pagado,2024-02-20,Acme Distribuciones S.L.,2493.99,Transporte de mercancía,65,Andalucía,C-8107,Pendiente
2024-01-20,Muñoz Hermanos,1792.56,Formación interna,156,Andalucía,C-2917,Pagado,2024-01-28,García S.L.,585.11,Revisión anual de equipos,26,Galicia,C-3122,En revisión,2024-02-05,"Taller ""El Rápido""",585.99,Servicio de mantenimiento,162,Cataluña,D-9019,Pendiente,2024-02-13,Acme Distribuciones S.L.,2572.76,Revisión anual de equipos,387,Galicia,G-1830,Pendiente,2024-02-21,García S.L.,4923.38,Consultoría técnica,298,Madrid,E-0743,Anulado
2024-01-21,Ibáñez Logística,335.99,Formación interna,145,Andalucía,A-0588,Pagado,2024-01-29,Peña & Hijos,3686.14,Revisión anual de equipos,160,Cataluña,H-4360,En revisión,2024-02-06,"Taller ""El Rápido""",269.68,Consultoría técnica,275,Aragón,C-5116,Anulado,2024-02-14,Núñez Ortega y Cía.,220.56,Compra de material informático,108,Galicia,E-4156,Pendiente,2024-02-22,"Taller ""El Rápido""",2126.47,Transporte de mercancía,476,Galicia,A-5073,Anulado
2024-01-22,Acme Distribuciones S.L.,4245.32,Revisión anual de equipos,175,Galicia,B-1380,Pagado,2024-01-30,Núñez Ortega y Cía.,3569.83,Consultoría técnica,258,Andalucía,B-1030,Pendiente,2024-02-07,Ibáñez Logística,4064.20,Formación interna,227,Aragón,E-8955,Pendiente,2024-02-15,Muñoz Hermanos,3910.36,Revisión anual de equipos,481,Madrid,H-7462,Anulado,2024-02-23,"Fernández, Asociados",614.52,Formación interna,64,Aragón,G-7051,Anulado
2024-01-23,Muñoz Hermanos,656.72,Formación interna,315,País Vasco,B-5734,Pendiente,2024-01-31,Muñoz Hermanos,2995.88,Servicio de mantenimiento,350,Galicia,A-4467,En revisión,2024-02-08,García S.L.,19.18,Transporte de mercancía,75,Madrid,H-1786,Pendiente,2024-02-16,Ibáñez Logística,4127.66,Revisión anual de equipos,174,País Vasco,C-5524,Pendiente,2024-02-24,"Fernández, Asociados",511.52,Formación interna,48,Madrid,H-9296,Pendiente
2024-01-24,Acme Distribuciones S.L.,4862.53,Transporte de mercancía,359,Aragón,E-3157,En revisión,2024-02-01,Acme Distribuciones S.L.,4761.07,Formación interna,219,País Vasco,H-2646,Anulado,2024-02-09,Ibáñez Logística,828.34,Servicio de mantenimiento,60,Andalucía,D-5706,Anulado,2024-02-17,"Fernández, Asociados",106.44,Revisión anual de equipos,45,País Vasco,H-4814,Pagado,2024-02-25,"Taller ""El Rápido""",3386.44,Compra de material informático,96,Galicia,F-2627,Pendiente
2024-01-25,Peña & Hijos,4899.58,Formación interna,382,País Vasco,B-1003,Anulado,2024-02-02,Ibáñez Logística,1111.24,Transporte de mercancía,413,Cataluña,A-2354,Pagado,2024-02-10,Ibáñez Logística,3598.53,Servicio de mantenimiento,338,Cataluña,G-0692,En revisión,2024-02-18,Peña & Hijos,3952.20,Servicio de mantenimiento,257,Galicia,D-2375,Pagado,2024-02-26,Muñoz Hermanos,2161.04,Formación interna,170,País Vasco,B-7181,Pagado
2024-01-26,Núñez Ortega y Cía.,633.48,Consultoría técnica,188,Andalucía,A-2376,Pagado,2024-02-03,Acme Distribuciones S.L.,3262.44,Revisión anual de equipos,397,Galicia,G-4142,Anulado,2024-02-11,"Fernández, Asociados",2803.86,Consultoría técnica,259,Galicia,B-0551,En revisión,2024-02-19,García S.L.,4704.52,Transporte de mercancía,149,Galicia,A-2998,Anulado,2024-02-27,Muñoz Hermanos,4031.61,Revisión anual de equipos,418,Cataluña,G-3119,Pendiente
2024-01-27,Núñez Ortega y Cía.,276.07,Revisión anual de equipos,462,País Vasco,A-2007,Pagado,2024-02-04,Muñoz Hermanos,957.44,Formación interna,345,Cataluña,H-5854,En revisión,2024-02-12,Ibáñez Logística,1878.89,Formación interna,340,Aragón,F-6595,Pendiente,2024-02-20,"Fernández, Asociados",2609.95,Compra de material informático,221,Andalucía,D-3384,En revisión,2024-02-28,Muñoz Hermanos,398.90,Servicio de mantenimiento,484,Galicia,G-5002,Pagado
2024-01-28,Peña & Hijos,3823.72,Servicio de mantenimiento,223,Andalucía,F-3647,Pagado,2024-02-05,"Fernández, Asociados",1707.62,Compra de material informático,199,Aragón,F-6407,Pagado,2024-02-13,Ibáñez Logística,968.18,Servicio de mantenimiento,3,Galicia,G-6884,Anulado,2024-02-21,"Taller ""El Rápido""",3365.61,Formación interna,288,País Vasco,H-5067,Anulado,2024-02-29,"Taller ""El Rápido""",483.90,Transporte de mercancía,467,Cataluña,G-8937,Pagado
2024-01-29,Ibáñez Logística,437.00,Formación interna,354,País Vasco,F-2236,En revisión,2024-02-06,Núñez Ortega y Cía.,2050.74,Compra de material informático,145,Madrid,B-4328,Pagado,2024-02-14,Ibáñez Logística,993.74,Consultoría técnica,299,Cataluña,D-2053,En revisión,2024-02-22,Núñez Ortega y Cía.,4847.80,Compra de material informático,130,Aragón,C-3596,Pendiente,2024-03-01,Ibáñez Logística,1031.47,Servicio de mantenimiento,418,Cataluña,G-1052,Pagado
2024-01-30,García S.L.,3515.33,Transporte de mercancía,176,Cataluña,E-8293,En revisión,2024-02-07,"Taller ""El Rápido""",3374.18,Compra de material informático,346,Galicia,E-2976,En revisión,2024-02-15,"Taller ""El Rápido""",3164.09,Formación interna,17,Galicia,H-0852,En revisión,2024-02-23,Muñoz Hermanos,713.25,Transporte de mercancía,481,Cataluña,A-9485,Pendiente,2024-03-02,Peña & Hijos,501.07,Consultoría técnica,311,Madrid,E-9835,En revisión
2024-01-31,"Fernández, Asociados",3459.66,Servicio de mantenimiento,142,Aragón,D-4147,Pendiente,2024-02-08,Ibáñez Logística,1844.34,Compra de material informático,169,Cataluña,H-5842,En revisión,2024-02-16,"Taller ""El Rápido""",4847.43,Compra de material informático,260,Aragón,E-7038,Pagado,2024-02-24,"Taller ""El Rápido""",2223.89,Compra de material informático,369,Cataluña,C-0162,Pendiente,2024-03-03,Núñez Ortega y Cía.,4282.61,Compra de material informático,355,Galicia,E-0007,Anulado
2024-02-01,Peña & Hijos,2982.59,Consultoría técnica,27,Cataluña,G-8605,Anulado,2024-02-09,Acme Distribuciones S.L.,4781.08,Consultoría técnica,105,Andalucía,D-1219,En revisión,2024-02-17,García S.L.,3457.97,Formación interna,49,Aragón,A-1197,Anulado,2024-02-25,Ibáñez Logística,349.82,Formación interna,95,Aragón,D-5430,En revisión,2024-03-04,Muñoz Hermanos,3184.94,Transporte de mercancía,61,País Vasco,D-0730,Pendiente
2024-02-02,"Taller ""El Rápido""",3341.34,Compra de material informático,459,Aragón,B-7730,Pagado,2024-02-10,"Taller ""El Rápido""",4984.88,Servicio de mantenimiento,222,Andalucía,G-9163,Pendiente,2024-02-18,Ibáñez Logística,3731.38,Compra de material informático,193,Madrid,G-5102,En revisión,2024-02-26,Peña & Hijos,116.24,Servicio de mantenimiento,75,Aragón,B-7460,Pagado,2024-03-05,"Fernández, Asociados",3499.40,Compra de material informático,113,Aragón,F-7972,Pagado
2024-02-03,Peña & Hijos,3147.28,Consultoría técnica,248,Cataluña,B-9768,Anulado,2024-02-11,Acme Distribuciones S.L.,4005.15,Revisión anual de equipos,412,Cataluña,H-9653,Anulado,2024-02-19,"Fernández, Asociados",843.79,Compra de material informático,476,Cataluña,E-7478,Pagado,2024-02-27,Acme Distribuciones S.L.,2597.92,Servicio de mantenimiento,450,Aragón,D-6507,Pendiente,2024-03-06,"Fernández, Asociados",2582.75,Servicio de mantenimiento,104,Aragón,C-3608,Anulado
2024-02-04,"Fernández, Asociados",4148.61,Compra de material informático,290,Aragón,F-8190,Pendiente,2024-02-12,Muñoz Hermanos,4400.62,Compra de material informático,120,Galicia,H-3298,Pagado,2024-02-20,Ibáñez Logística,206.73,Revisión anual de equipos,90,Cataluña,D-9972,Anulado,2024-02-28,Peña & Hijos,545.73,Transporte de mercancía,431,País Vasco,D-3558,En revisión,2024-03-07,Acme Distribuciones S.L.,512.91,Consultoría técnica,391,Andalucía,D-8036,En revisión
2024-02-05,"Fernández, Asociados",4900.13,Compra de material informático,39,Aragón,D-9268,Anulado,2024-02-13,García S.L.,4475.48,Formación interna,79,Madrid,H-2423,Anulado,2024-02-21,García S.L.,4984.72,Consultoría técnica,71,Galicia,B-5962,Anulado,2024-02-29,"Taller ""El Rápido""",582.06,Transporte de mercancía,33,Cataluña,G-0321,Pagado,2024-03-08,"Taller ""El Rápido""",2439.59,Compra de material informático,345,Aragón,F-1871,Pendiente
2024-02-06,Muñoz Hermanos,980.35,Consultoría técnica,297,Aragón,C-1035,Pagado,2024-02-14,Núñez Ortega y Cía.,4262.02,Servicio de mantenimiento,456,Cataluña,D-3951,Pagado,2024-02-22,Ibáñez Logística,150.14,Formación interna,147,Andalucía,F-0227,Anulado,2024-03-01,"Taller ""El Rápido""",1459.64,Consultoría técnica,413,Cataluña,G-1563,Anulado,2024-03-09,Ibáñez Logística,4009.17,Servicio de mantenimiento,239,País Vasco,G-6821,En revisión
2024-02-07,Muñoz Hermanos,2136.61,Consultoría técnica,342,Andalucía,F-7736,Pagado,2024-02-15,"Taller ""El Rápido""",2693.19,Formación interna,256,Andalucía,D-2708,Pagado,2024-02-23,Muñoz Hermanos,997.45,Compra de material informático,281,País Vasco,G-5848,Pagado,2024-03-02,"Fernández, Asociados",426.36,Consultoría técnica,266,Madrid,G-3203,Pendiente,2024-03-10,García S.L.,655.34,Compra de material informático,81,Galicia,G-8864,Pagado
2024-02-08,"Fernández, Asociados",3180.19,Servicio de mantenimiento,98,Aragón,F-5188,Pendiente,2024-02-16,Acme Distribuciones S.L.,2954.88,Formación interna,455,Aragón,E-1339,En revisión,2024-02-24,Núñez Ortega y Cía.,1513.74,Compra de material informático,156,País Vasco,C-6286,Pendiente,2024-03-03,Muñoz Hermanos,2502.43,Compra de material informático,475,Aragón,C-3175,Anulado,2024-03-11,Núñez Ortega y Cía.,2638.82,Compra de material informático,156,Cataluña,F-3870,Pagado
2024-02-09,Ibáñez Logística,2417.28,Consultoría técnica,264,Galicia,F-1691,Anulado,2024-02-17,Muñoz Hermanos,2489.50,Transporte de mercancía,470,Aragón,F-7968,En revisión,2024-02-25,Peña & Hijos,4805.38,Revisión anual de equipos,467,Madrid,C-9938,En revisión,2024-03-04,Núñez Ortega y Cía.,2161.68,Formación interna,133,País Vasco,E-8576,Pendiente,2024-03-12,Peña & Hijos,3032.62,Formación interna,380,Madrid,C-0361,Pagado
2024-02-10,"Fernández, Asociados",744.82,Compra de material informático,211,Galicia,F-6035,Anulado,2024-02-18,García S.L.,2236.31,Consultoría técnica,423,País Vasco,A-3960,Pendiente,2024-02-26,"Taller ""El Rápido""",903.25,Consultoría técnica,31,Galicia,B-5418,En revisión,2024-03-05,Muñoz Hermanos,4082.05,Servicio de mantenimiento,35,País Vasco,E-1932,Anulado,2024-03-13,"Fernández, Asociados",1975.08,Servicio de mantenimiento,480,Cataluña,E-9371,Pendiente
2024-02-11,"Taller ""El Rápido""",3245.30,Transporte de mercancía,73,Cataluña,A-3516,Pendiente,2024-02-19,Peña & Hijos,617.61,Compra de material informático,123,Cataluña,D-1965,En revisión,2024-02-27,"Fernández, Asociados",3000.81,Transporte de mercancía,95,Galicia,E-0819,En revisión,2024-03-06,Acme Distribuciones S.L.,1524.77,Compra de material informático,81,Galicia,A-8055,Pendiente,2024-03-14,"Taller ""El Rápido""",550.18,Transporte de mercancía,141,Madrid,H-4496,Anulado
2024-02-12,Ibáñez Logística,2633.80,Consultoría técnica,400,Andalucía,B-2392,En revisión,2024-02-20,Acme Distribuciones S.L.,4351.45,Servicio de mantenimiento,395,Cataluña,A-0474,Pendiente,2024-02-28,Muñoz Hermanos,3689.65,Consultoría técnica,49,Madrid,C-3414,En revisión,2024-03-07,Muñoz Hermanos,1252.44,Servicio de mantenimiento,444,Madrid,C-2788,En revisión,2024-03-15,Acme Distribuciones S.L.,3616.20,Transporte de mercancía,142,Cataluña,E-9908,En revisión
2024-02-13,Acme Distribuciones S.L.,581.36,Compra de material informático,307,Cataluña,D-7453,Pendiente,2024-02-21,"Taller ""El Rápido""",473.08,Formación interna,434,Aragón,H-4949,Pagado,2024-02-29,Acme Distribuciones S.L.,3514.97,Transporte de mercancía,241,Andalucía,C-6223,Pagado,2024-03-08,García S.L.,1613.20,Revisión anual de equipos,389,Cataluña,F-0406,Anulado,2024-03-16,Peña & Hijos,3108.30,Consultoría técnica,82,Madrid,H-0109,En revisión
2024-02-14,García S.L.,2908.44,Consultoría técnica,451,País Vasco,F-7770,Pagado,2024-02-22,Peña & Hijos,36.84,Transporte de mercancía,335,País Vasco,E-5797,Pagado,2024-03-01,García S.L.,3117.23,Compra de material informático,426,País Vasco,G-5124,Pagado,2024-03-09,Muñoz Hermanos,1781.61,Transporte de mercancía,235,Cataluña,A-6618,Anulado,2024-03-17,"Fernández, Asociados",4797.91,Formación interna,104,País Vasco,B-0083,Pagado
2024-02-15,"Taller ""El Rápido""",1666.41,Formación interna,82,País Vasco,G-3521,Anulado,2024-02-23,"Fernández, Asociados",1984.73,Servicio de mantenimiento,207,Andalucía,D-7024,Pagado,2024-03-02,Ibáñez Logística,4198.94,Formación interna,463,Cataluña,B-3689,En revisión,2024-03-10,Ibáñez Logística,769.97,Consultoría técnica,200,Cataluña,H-7322,Anulado,2024-03-18,García S.L.,3260.22,Revisión anual de equipos,11,Galicia,D-8067,En revisión
2024-02-16,Peña & Hijos,3046.67,Formación interna,55,País Vasco,F-4465,En revisión,2024-02-24,"Fernández, Asociados",3935.44,Servicio de mantenimiento,335,País Vasco,B-9438,Pendiente,2024-03-03,Muñoz Hermanos,1216.97,Compra de material informático,151,Andalucía,A-2533,Pagado,2024-03-11,Ibáñez Logística,1969.30,Compra de material informático,325,Madrid,C-0583,En revisión,2024-03-19,Muñoz Hermanos,4099.68,Revisión anual de equipos,63,Madrid,H-1703,Pendiente
2024-02-17,"Taller ""El Rápido""",4901.43,Revisión anual de equipos,461,Galicia,G-2630,Anulado,2024-02-25,Ibáñez Logística,843.69,Consultoría técnica,174,Madrid,H-8945,Pendiente,2024-03-04,Peña & Hijos,4603.35,Revisión anual de equipos,109,Aragón,A-3870,Pagado,2024-03-12,Núñez Ortega y Cía.,610.84,Formación interna,255,País Vasco,A-7369,En revisión,2024-03-20,Ibáñez Logística,3142.01,Compra de material informático,177,Madrid,A-5831,Pendiente
2024-02-18,Muñoz Hermanos,4760.90,Consultoría técnica,495,País Vasco,G-2135,En revisión,2024-02-26,Peña & Hijos,4269.70,Transporte de mercancía,223,Galicia,G-5507,Anulado,2024-03-05,Ibáñez Logística,1821.65,Transporte de mercancía,355,Galicia,G-1694,Pagado,2024-03-13,Acme Distribuciones S.L.,1153.97,Formación interna,239,Galicia,D-4022,Pagado,2024-03-21,Muñoz Hermanos,3049.50,Revisión anual de equipos,13,Cataluña,F-8430,Pendiente
2024-02-19,Acme Distribuciones S.L.,1993.39,Servicio de mantenimiento,228,Andalucía,H-2193,En revisión,2024-02-27,Muñoz Hermanos,2407.84,Revisión anual de equipos,367,Cataluña,G-1817,Pagado,2024-03-06,Ibáñez Logística,3553.90,Compra de material informático,22,Andalucía,B-3890,Anulado,2024-03-14,Muñoz Hermanos,4025.65,Servicio de mantenimiento,95,Galicia,D-9145,Anulado,2024-03-22,Muñoz Hermanos,651.07,Transporte de mercancía,212,Aragón,C-1138,Anulado
2024-02-20,Peña & Hijos,3472.74,Formación interna,139,País Vasco,C-3251,Pagado,2024-02-28,García S.L.,4956.72,Formación interna,350,Galicia,A-3463,En revisión,2024-03-07,García S.L.,3642.06,Formación interna,361,Madrid,E-7237,Pendiente,2024-03-15,Muñoz Hermanos,3873.63,Consultoría técnica,466,Aragón,G-9644,Pendiente,2024-03-23,Ibáñez Logística,1236.60,Formación interna,328,Andalucía,C-3279,En revisión
2024-02-21,Peña & Hijos,4085.67,Revisión anual de equipos,95,Madrid,A-1348,Anulado,2024-02-29,Acme Distribuciones S.L.,4027.72,Revisión anual de equipos,81,Andalucía,H-7842,Pendiente,2024-03-08,Peña & Hijos,4388.61,Servicio de mantenimiento,383,Galicia,D-3827,En revisión,2024-03-16,"Taller ""El Rápido""",4381.72,Servicio de mantenimiento,225,Madrid,H-3808,Pendiente,2024-03-24,García S.L.,938.66,Revisión anual de equipos,326,Madrid,C-6784,Anulado
2024-02-22,Muñoz Hermanos,2182.05,Consultoría técnica,481,Andalucía,F-7210,Pendiente,2024-03-01,"Taller ""El Rápido""",1139.16,Revisión anual de equipos,235,Aragón,H-1049,En revisión,2024-03-09,Muñoz Hermanos,3872.91,Transporte de mercancía,142,País Vasco,B-4800,Pagado,2024-03-17,García S.L.,2755.12,Formación interna,114,Madrid,A-5508,Pendiente,2024-03-25,"Fernández, Asociados",1455.98,Servicio de mantenimiento,408,Galicia,E-9206,En revisión
2024-02-23,"Fernández, Asociados",4578.60,Formación interna,113,Galicia,D-2977,Pagado,2024-03-02,Núñez Ortega y Cía.,3618.98,Compra de material informático,209,Cataluña,C-0144,Pagado,2024-03-10,Ibáñez Logística,3291.03,Compra de material informático,154,Aragón,D-0636,Pagado,2024-03-18,García S.L.,1333.85,Servicio de mantenimiento,109,Madrid,E-5134,Anulado,2024-03-26,Ibáñez Logística,3754.48,Consultoría técnica,117,Aragón,D-5246,En revisión
2024-02-24,"Taller ""El Rápido""",3289.94,Compra de material informático,437,Andalucía,D-4572,Pendiente,2024-03-03,Ibáñez Logística,2432.76,Servicio de mantenimiento,127,Galicia,H-0318,En revisión,2024-03-11,Peña & Hijos,3500.17,Compra de material informático,50,Galicia,B-7314,En revisión,2024-03-19,Ibáñez Logística,3042.95,Compra de material informático,383,Galicia,F-9830,Anulado,2024-03-27,Muñoz Hermanos,3756.13,Revisión anual de equipos,20,País Vasco,C-2515,Pendiente
2024-02-25,García S.L.,1653.17,Servicio de mantenimiento,440,Aragón,B-6528,Anulado,2024-03-04,Núñez Ortega y Cía.,787.33,Servicio de mantenimiento,107,Aragón,F-5217,Pagado,2024-03-12,"Fernández, Asociados",3511.76,Transporte de mercancía,97,Madrid,H-8197,En revisión,2024-03-20,Ibáñez Logística,1434.67,Consultoría técnica,306,País Vasco,A-9850,Pagado,2024-03-28,Peña & Hijos,125.07,Consultoría técnica,458,País Vasco,E-0165,Anulado
2024-02-26,Ibáñez Logística,3374.68,Formación interna,435,Madrid,H-2945,Pendiente,2024-03-05,"Taller ""El Rápido""",4614.29,Transporte de mercancía,162,Aragón,D-3876,Pendiente,2024-03-13,Acme Distribuciones S.L.,687.73,Revisión anual de equipos,228,País Vasco,E-8793,Pagado,2024-03-21,"Taller ""El Rápido""",3608.58,Compra de material informático,184,Madrid,A-0461,Anulado,2024-03-29,Núñez Ortega y Cía.,4078.69,Formación interna,443,País Vasco,G-9054,Anulado
2024-02-27,Ibáñez Logística,107.28,Formación interna,184,Madrid,E-0910,Pagado,2024-03-06,Acme Distribuciones S.L.,2027.07,Servicio de mantenimiento,334,Andalucía,H-8377,Anulado,2024-03-14,García S.L.,3001.82,Formación interna,130,País Vasco,B-2015,Pendiente,2024-03-22,Peña & Hijos,4912.70,Servicio de mantenimiento,452,Andalucía,A-4989,Pendiente,2024-03-30,Muñoz Hermanos,4689.83,Compra de material informático,330,Aragón,H-0038,Anulado
2024-02-28,Peña & Hijos,2644.61,Formación interna,332,Madrid,C-4895,En revisión,2024-03-07,Acme Distribuciones S.L.,4164.54,Transporte de mercancía,102,Aragón,G-5292,Pendiente,2024-03-15,Peña & Hijos,389.51,Compra de material informático,100,Aragón,B-4275,Anulado,2024-03-23,Muñoz Hermanos,4271.17,Revisión anual de equipos,286,Cataluña,G-7017,Pagado,2024-03-31,Núñez Ortega y Cía.,4326.19,Compra de material informático,8,Madrid,G-5399,Pendiente
2024-02-29,García S.L.,1090.95,Revisión anual de equipos,73,Cataluña,G-4576,Pendiente,2024-03-08,Ibáñez Logística,4628.30,Consultoría técnica,462,País Vasco,C-1996,Anulado,2024-03-16,Acme Distribuciones S.L.,356.16,Transporte de mercancía,413,Galicia,G-3236,Anulado,2024-03-24,"Fernández, Asociados",814.25,Consultoría técnica,476,Cataluña,D-0574,Pagado,2024-04-01,"Fernández, Asociados",3754.96,Compra de material informático,375,Madrid,C-7252,Pendiente
2024-03-01,García S.L.,1792.27,Formación interna,148,Aragón,B-2098,En revisión,2024-03-09,Peña & Hijos,3576.90,Formación interna,456,Andalucía,C-9665,En revisión,2024-03-17,Peña & Hijos,3621.71,Revisión anual de equipos,496,Andalucía,H-2669,Pagado,2024-03-25,Muñoz Hermanos,2669.32,Consultoría técnica,85,Madrid,B-2601,En revisión,2024-04-02,Peña & Hijos,882.86,Compra de material informático,24,Galicia,G-2442,Anulado
2024-03-02,Ibáñez Logística,1615.41,Compra de material informático,16,Galicia,F-1815,Pendiente,2024-03-10,Acme Distribuciones S.L.,1200.31,Consultoría técnica,466,Aragón,D-5017,Pagado,2024-03-18,García S.L.,1369.10,Transporte de mercancía,228,Andalucía,D-1061,Pendiente,2024-03-26,Muñoz Hermanos,621.93,Transporte de mercancía,384,Aragón,A-2585,En revisión,2024-04-03,Ibáñez Logística,2055.97,Formación interna,15,Galicia,A-5716,Pendiente
2024-03-03,"Taller ""El Rápido""",1277.75,Compra de material informático,333,Galicia,G-3565,En revisión,2024-03-11,"Taller ""El Rápido""",2697.76,Servicio de mantenimiento,242,Andalucía,A-9815,Anulado,2024-03-19,Ibáñez Logística,3200.53,Formación interna,304,Galicia,G-7686,Pagado,2024-03-27,"Taller ""El Rápido""",1753.78,Consultoría técnica,181,Cataluña,D-7829,Pendiente,2024-04-04,"Fernández, Asociados",4177.93,Servicio de mantenimiento,159,Andalucía,B-4881,Pagado
2024-03-04,García S.L.,1746.34,Transporte de mercancía,194,Madrid,D-8536,En revisión,2024-03-12,"Taller ""El Rápido""",1904.31,Transporte de mercancía,195,Galicia,A-3796,Pagado,2024-03-20,Acme Distribuciones S.L.,2422.26,Transporte de mercancía,54,Andalucía,A-7119,Anulado,2024-03-28,Acme Distribuciones S.L.,2729.36,Transporte de mercancía,416,Cataluña,D-5976,Pendiente,2024-04-05,"Fernández, Asociados",3784.49,Servicio de mantenimiento,223,Madrid,D-6249,Pendiente
2024-03-05,Acme Distribuciones S.L.,4091.10,Compra de material informático,227,Aragón,C-9262,Pagado,2024-03-13,Núñez Ortega y Cía.,3490.52,Compra de material informático,238,Aragón,H-2935,Pagado,2024-03-21,Acme Distribuciones S.L.,4601.55,Formación interna,257,País Vasco,G-6064,Pendiente,2024-03-29,Núñez Ortega y Cía.,1536.61,Consultoría técnica,94,País Vasco,H-9022,Pagado,2024-04-06,Peña & Hijos,2000.84,Transporte de mercancía,50,Madrid,A-7828,En revisión
2024-03-06,Acme Distribuciones S.L.,4867.62,Servicio de mantenimiento,144,Aragón,A-3018,Anulado,2024-03-14,Muñoz Hermanos,3255.20,Revisión anual de equipos,484,País Vasco,B-5624,Pagado,2024-03-22,Acme Distribuciones S.L.,2969.27,Transporte de mercancía,58,Aragón,E-9312,Pagado,2024-03-30,"Fernández, Asociados",2684.27,Transporte de mercancía,456,Galicia,E-5715,En revisión,2024-04-07,"Taller ""El Rápido""",2702.27,Compra de material informático,47,Aragón,C-6533,Pagado
2024-03-07,"Fernández, Asociados",415.95,Compra de material informático,335,Galicia,A-0619,Anulado,2024-03-15,"Fernández, Asociados",3746.64,Revisión anual de equipos,267,Aragón,G-1655,Pagado,2024-03-23,Acme Distribuciones S.L.,2789.11,Consultoría técnica,36,Andalucía,H-9220,Pagado,2024-03-31,Peña & Hijos,4252.90,Revisión anual de equipos,68,Galicia,D-7853,Pagado,2024-04-08,Peña & Hijos,4313.10,Formación interna,327,Aragón,H-8218,Pagado
2024-03-08,Peña & Hijos,1871.46,Compra de material informático,113,País Vasco,C-9721,Anulado,2024-03-16,García S.L.,3249.35,Consultoría técnica,11,Andalucía,H-1819,Pendiente,2024-03-24,García S.L.,3659.51,Transporte de mercancía,443,Cataluña,B-3384,Pagado,2024-04-01,Peña & Hijos,2321.06,Formación interna,17,Aragón,B-3577,Pendiente,2024-04-09,Acme Distribuciones S.L.,2779.33,Formación interna,195,Cataluña,D-9485,Anulado
2024-03-09,Núñez Ortega y Cía.,1206.22,Formación interna,352,País Vasco,B-2227,Anulado,2024-03-17,García S.L.,409.49,Formación interna,59,País Vasco,H-0071,Pendiente,2024-03-25,Peña & Hijos,477.33,Servicio de mantenimiento,97,Aragón,G-9792,Pagado,2024-04-02,Núñez Ortega y Cía.,1770.18,Servicio de mantenimiento,241,Madrid,F-4115,Pagado,2024-04-10,Núñez Ortega y Cía.,3775.27,Transporte de mercancía,155,Cataluña,H-3922,En revisión
2024-03-10,Muñoz Hermanos,2169.33,Revisión anual de equipos,282,Cataluña,D-6533,Pendiente,2024-03-18,Muñoz Hermanos,2799.45,Servicio de mantenimiento,315,Cataluña,E-0049,En revisión,2024-03-26,Ibáñez Logística,3240.28,Formación interna,490,País Vasco,B-2804,Anulado,2024-04-03,Peña & Hijos,1656.35,Formación interna,19,País Vasco,C-3871,Pagado,2024-04-11,Ibáñez Logística,4589.67,Servicio de mantenimiento,99,Andalucía,H-8878,Pendiente
2024-03-11,Ibáñez Logística,1131.44,Transporte de mercancía,416,Andalucía,C-9770,Anulado,2024-03-19,Núñez Ortega y Cía.,109.93,Servicio de mantenimiento,218,Madrid,D-9872,Pendiente,2024-03-27,Acme Distribuciones S.L.,1950.32,Transporte de mercancía,200,Cataluña,A-9701,Anulado,2024-04-04,Acme Distribuciones S.L.,4463.36,Compra de material informático,488,Galicia,F-3043,Pendiente,2024-04-12,"Fernández, Asociados",185.66,Compra de material informático,113,Cataluña,G-0556,En revisión
2024-03-12,Ibáñez Logística,1277.13,Consultoría técnica,393,Cataluña,C-8385,Pagado,2024-03-20,"Taller ""El Rápido""",719.82,Compra de material informático,222,Cataluña,H-4576,Pendiente,2024-03-28,Muñoz Hermanos,3724.52,Compra de material informático,254,Andalucía,A-9119,Pendiente,2024-04-05,Acme Distribuciones S.L.,3135.45,Formación interna,433,Cataluña,E-6795,Anulado,2024-04-13,García S.L.,4161.79,Transporte de mercancía,213,Aragón,C-2170,En revisión
