# Exportado desde SistemaXYZ v3.2
# Empresa: Distribuciones Ejemplo S.A.
Fecha;Cliente;Importe;Concepto;Cantidad
2025-01-10;García S.L.;2452.17;Compra de material informático;340
2025-01-11;Ibáñez Logística;2904.02;Transporte de mercancía;270
2025-01-12;Muñoz Hermanos;147.12;Transporte de mercancía;315
2025-01-13;Núñez Ortega y Cía.;890.68;Revisión anual de equipos;307
2025-01-14;Fernández, Asociados;3590.23;Servicio de mantenimiento;199
2025-01-15;"Taller ""El Rápido""";2930.20;Servicio de mantenimiento;211
2025-01-16;Acme Distribuciones S.L.;2418.85;Formación interna;248
2025-01-17;Núñez Ortega y Cía.;4873.28;Revisión anual de equipos;209
2025-01-18;Muñoz Hermanos;4146.40;Formación interna;255
2025-01-19;Acme Distribuciones S.L.;3851.17;Revisión anual de equipos;426
2025-01-20;Ibáñez Logística;3462.23;Formación interna;154
2025-01-21;Ibáñez Logística;612.16;Transporte de mercancía;132
2025-01-22;"Taller ""El Rápido""";820.71;Servicio de mantenimiento;438
2025-01-23;"Taller ""El Rápido""";4546.57;Transporte de mercancía;155
2025-01-24;García S.L.;1943.97;Consultoría técnica;464
2025-01-25;"Taller ""El Rápido""";938.39;Servicio de mantenimiento;315
2025-01-26;Ibáñez Logística;1612.56;Servicio de mantenimiento;38
2025-01-27;García S.L.;699.10;Compra de material informático;205
2025-01-28;Ibáñez Logística;4755.27;Servicio de mantenimiento;77
2025-01-29;Ibáñez Logística;3436.66;Formación interna;227
2025-01-30;"Taller ""El Rápido""";3781.73;Formación interna;425
2025-01-31;Muñoz Hermanos;4733.17;Servicio de mantenimiento;233
2025-02-01;Muñoz Hermanos;3409.17;Compra de material informático;360
2025-02-02;"Taller ""El Rápido""";1138.52;Transporte de mercancía;350
2025-02-03;Ibáñez Logística;3617.20;Transporte de mercancía;186
2025-02-04;Acme Distribuciones S.L.;2790.07;Transporte de mercancía;159
2025-02-05;Fernández, Asociados;4851.21;Consultoría técnica;480
2025-02-06;García S.L.;2410.94;Compra de material informático;175
2025-02-07;Acme Distribuciones S.L.;3096.92;Consultoría técnica;447
2025-02-08;Peña & Hijos;1693.34;Formación interna;120
2025-02-09;"Taller ""El Rápido""";2782.43;Formación interna;43
2025-02-10;Núñez Ortega y Cía.;2081.33;Revisión anual de equipos;37
2025-02-11;García S.L.;1342.08;Compra de material informático;43
2025-02-12;Acme Distribuciones S.L.;3147.79;Transporte de mercancía;474
2025-02-13;Fernández, Asociados;1957.25;Transporte de mercancía;216
2025-02-14;García S.L.;4786.80;Compra de material informático;398
2025-02-15;Acme Distribuciones S.L.;545.65;Consultoría técnica;404
2025-02-16;Peña & Hijos;1311.78;Revisión anual de equipos;12
2025-02-17;Acme Distribuciones S.L.;1465.14;Compra de material informático;142
2025-02-18;"Taller ""El Rápido""";2223.63;Revisión anual de equipos;435
2025-02-19;García S.L.;44.94;Compra de material informático;99
2025-02-20;Núñez Ortega y Cía.;2536.82;Revisión anual de equipos;253
2025-02-21;García S.L.;3670.48;Consultoría técnica;252
2025-02-22;Peña & Hijos;2139.52;Revisión anual de equipos;327
2025-02-23;Muñoz Hermanos;2026.15;Transporte de mercancía;457
2025-02-24;Núñez Ortega y Cía.;1187.95;Transporte de mercancía;486
2025-02-25;"Taller ""El Rápido""";612.55;Consultoría técnica;471
2025-02-26;Muñoz Hermanos;1739.05;Revisión anual de equipos;50
2025-02-27;Muñoz Hermanos;4128.51;Compra de material informático;240
2025-02-28;Acme Distribuciones S.L.;1781.62;Consultoría técnica;456
2025-03-01;Muñoz Hermanos;2213.73;Transporte de mercancía;465
2025-03-02;Muñoz Hermanos;2128.24;Consultoría técnica;378
2025-03-03;Muñoz Hermanos;4760.13;Transporte de mercancía;38
2025-03-04;Peña & Hijos;2583.61;Revisión anual de equipos;95
2025-03-05;Núñez Ortega y Cía.;2034.97;Servicio de mantenimiento;389
2025-03-06;García S.L.;3345.62;Consultoría técnica;176
2025-03-07;Peña & Hijos;1518.96;Compra de material informático;64
2025-03-08;Muñoz Hermanos;1263.44;Consultoría técnica;420
2025-03-09;"Taller ""El Rápido""";4420.87;Revisión anual de equipos;73
2025-03-10;Ibáñez Logística;1199.62;Formación interna;201
2025-03-11;Acme Distribuciones S.L.;2196.49;Transporte de mercancía;171
2025-03-12;Acme Distribuciones S.L.;2362.26;Formación interna;280
2025-03-13;Núñez Ortega y Cía.;3499.03;Servicio de mantenimiento;187
2025-03-14;Fernández, Asociados;4009.58;Compra de material informático;425
2025-03-15;Acme Distribuciones S.L.;524.80;Transporte de mercancía;253
2025-03-16;García S.L.;1457.04;Revisión anual de equipos;140
2025-03-17;García S.L.;4983.86;Compra de material informático;33
2025-03-18;Acme Distribuciones S.L.;218.89;Compra de material informático;188
2025-03-19;Acme Distribuciones S.L.;1669.80;Servicio de mantenimiento;65
2025-03-20;"Taller ""El Rápido""";3522.19;Formación interna;40
2025-03-21;Muñoz Hermanos;1843.21;Revisión anual de equipos;79
2025-03-22;Núñez Ortega y Cía.;2572.56;Revisión anual de equipos;19
2025-03-23;Fernández, Asociados;4162.99;Compra de material informático;91
2025-03-24;Núñez Ortega y Cía.;3736.94;Formación interna;272
2025-03-25;Fernández, Asociados;52.39;Transporte de mercancía;349
2025-03-26;Núñez Ortega y Cía.;3007.68;Consultoría técnica;404
2025-03-27;"Taller ""El Rápido""";2601.02;Formación interna;262
2025-03-28;Fernández, Asociados;4231.35;Transporte de mercancía;395
2025-03-29;Núñez Ortega y Cía.;3509.70;Consultoría técnica;122
2025-03-30;Acme Distribuciones S.L.;4864.12;Consultoría técnica;496
2025-03-31;Ibáñez Logística;2936.12;Compra de material informático;315
2025-04-01;Núñez Ortega y Cía.;616.53;Revisión anual de equipos;408
2025-04-02;Acme Distribuciones S.L.;518.65;Formación interna;57
2025-04-03;"Taller ""El Rápido""";2931.61;Revisión anual de equipos;266
2025-04-04;Acme Distribuciones S.L.;3264.15;Compra de material informático;283
2025-04-05;García S.L.;124.07;Revisión anual de equipos;232
2025-04-06;Fernández, Asociados;4599.95;Revisión anual de equipos;279
2025-04-07;Núñez Ortega y Cía.;484.65;Compra de material informático;349
2025-04-08;Núñez Ortega y Cía.;4753.83;Servicio de mantenimiento;444
2025-04-09;Peña & Hijos;961.60;Servicio de mantenimiento;242
2025-04-10;Núñez Ortega y Cía.;3962.63;Formación interna;226
2025-04-11;Peña & Hijos;662.65;Transporte de mercancía;379
2025-04-12;García S.L.;2223.97;Servicio de mantenimiento;277
2025-04-13;Ibáñez Logística;3484.41;Transporte de mercancía;106
2025-04-14;Acme Distribuciones S.L.;4211.02;Consultoría técnica;309
2025-04-15;Núñez Ortega y Cía.;2768.35;Servicio de mantenimiento;331
2025-04-16;"Taller ""El Rápido""";2427.58;Revisión anual de equipos;379
2025-04-17;García S.L.;3698.87;Compra de material informático;284
2025-04-18;Ibáñez Logística;1052.23;Servicio de mantenimiento;332
2025-04-19;Acme Distribuciones S.L.;753.82;Revisión anual de equipos;401
2025-04-20;"Taller ""El Rápido""";2789.04;Formación interna;397
2025-04-21;"Taller ""El Rápido""";2144.31;Formación interna;388
2025-04-22;Muñoz Hermanos;1359.02;Compra de material informático;116
2025-04-23;Peña & Hijos;1793.92;Revisión anual de equipos;95
2025-04-24;Peña & Hijos;3767.36;Transporte de mercancía;409
2025-04-25;García S.L.;695.85;Formación interna;172
2025-04-26;Ibáñez Logística;2114.30;Consultoría técnica;2
2025-04-27;Muñoz Hermanos;4576.51;Compra de material informático;292
2025-04-28;Núñez Ortega y Cía.;4978.91;Formación interna;326
2025-04-29;Ibáñez Logística;1535.71;Consultoría técnica;89
2025-04-30;"Taller ""El Rápido""";3002.45;Revisión anual de equipos;273
2025-05-01;Muñoz Hermanos;1702.39;Compra de material informático;379
2025-05-02;Ibáñez Logística;4066.13;Transporte de mercancía;129
2025-05-03;Muñoz Hermanos;2247.43;Revisión anual de equipos;319
2025-05-04;Ibáñez Logística;956.63;Revisión anual de equipos;224
2025-05-05;Acme Distribuciones S.L.;4938.19;Formación interna;497
2025-05-06;García S.L.;3029.95;Formación interna;301
2025-05-07;Fernández, Asociados;2081.68;Formación interna;277
2025-05-08;Fernández, Asociados;2525.79;Consultoría técnica;336
2025-05-09;"Taller ""El Rápido""";4837.48;Formación interna;317
2025-05-10;Ibáñez Logística;4384.29;Compra de material informático;154
2025-05-11;Acme Distribuciones S.L.;2685.49;Transporte de mercancía;2
2025-05-12;Acme Distribuciones S.L.;3701.59;Revisión anual de equipos;363
2025-05-13;Núñez Ortega y Cía.;892.95;Compra de material informático;166
2025-05-14;Peña & Hijos;4977.16;Consultoría técnica;120
2025-05-15;Acme Distribuciones S.L.;737.55;Consultoría técnica;217
2025-05-16;Fernández, Asociados;2667.13;Servicio de mantenimiento;189
2025-05-17;Peña & Hijos;3509.48;Compra de material informático;237
2025-05-18;Muñoz Hermanos;4127.85;Revisión anual de equipos;151
2025-05-19;Núñez Ortega y Cía.;4521.23;Consultoría técnica;223
2025-05-20;"Taller ""El Rápido""";403.79;Revisión anual de equipos;278
2025-05-21;Ibáñez Logística;2064.74;Servicio de mantenimiento;5
2025-05-22;Muñoz Hermanos;3921.44;Transporte de mercancía;445
2025-05-23;García S.L.;2916.36;Servicio de mantenimiento;323
2025-05-24;Acme Distribuciones S.L.;4298.87;Revisión anual de equipos;446
2025-05-25;García S.L.;4448.76;Compra de material informático;351
2025-05-26;Acme Distribuciones S.L.;3427.39;Compra de material informático;460
2025-05-27;Muñoz Hermanos;3519.42;Compra de material informático;310
2025-05-28;Acme Distribuciones S.L.;4873.08;Revisión anual de equipos;238
2025-05-29;Acme Distribuciones S.L.;2179.47;Servicio de mantenimiento;326
2025-05-30;Acme Distribuciones S.L.;2117.55;Revisión anual de equipos;26
2025-05-31;Núñez Ortega y Cía.;3841.98;Compra de material informático;485
2025-06-01;Núñez Ortega y Cía.;260.49;Consultoría técnica;232
2025-06-02;Acme Distribuciones S.L.;2673.73;Revisión anual de equipos;270
2025-06-03;García S.L.;4819.55;Revisión anual de equipos;74
2025-06-04;Ibáñez Logística;3795.56;Servicio de mantenimiento;149
2025-06-05;Peña & Hijos;1501.77;Revisión anual de equipos;122
2025-06-06;Ibáñez Logística;2254.65;Formación interna;282
2025-06-07;"Taller ""El Rápido""";1794.78;Consultoría técnica;383
2025-06-08;Peña & Hijos;1224.32;Consultoría técnica;423
2025-06-09;Núñez Ortega y Cía.;1231.98;Compra de material informático;101
2025-06-10;Ibáñez Logística;1633.29;Formación interna;421
2025-06-11;Acme Distribuciones S.L.;1386.72;Consultoría técnica;49
2025-06-12;"Taller ""El Rápido""";3085.28;Formación interna;176
2025-06-13;"Taller ""El Rápido""";4215.33;Compra de material informático;304
2025-06-14;Fernández, Asociados;3779.71;Servicio de mantenimiento;146
2025-06-15;"Taller ""El Rápido""";48.61;Compra de material informático;20
2025-06-16;Núñez Ortega y Cía.;2248.27;Formación interna;407
2025-06-17;Núñez Ortega y Cía.;2419.05;Formación interna;53
2025-06-18;"Taller ""El Rápido""";1766.44;Servicio de mantenimiento;96
2025-06-19;Fernández, Asociados;175.71;Consultoría técnica;202
2025-06-20;"Taller ""El Rápido""";743.48;Formación interna;411
2025-06-21;"Taller ""El Rápido""";3357.76;Formación interna;285
2025-06-22;Ibáñez Logística;1670.08;Formación interna;2
2025-06-23;Núñez Ortega y Cía.;655.91;Formación interna;324
2025-06-24;"Taller ""El Rápido""";3631.95;Transporte de mercancía;177
2025-06-25;Núñez Ortega y Cía.;3073.52;Servicio de mantenimiento;440
2025-06-26;Ibáñez Logística;2310.43;Formación interna;395
2025-06-27;"Taller ""El Rápido""";2925.31;Servicio de mantenimiento;169
2025-06-28;Núñez Ortega y Cía.;4463.97;Formación interna;295
2025-06-29;Muñoz Hermanos;3410.86;Servicio de mantenimiento;79
2025-06-30;Núñez Ortega y Cía.;4830.32;Revisión anual de equipos;228
2025-07-01;Peña & Hijos;4836.25;Compra de material informático;34
2025-07-02;García S.L.;1125.06;Formación interna;5
2025-07-03;Ibáñez Logística;4453.19;Formación interna;434
2025-07-04;Ibáñez Logística;3765.99;Consultoría técnica;167
2025-07-05;Acme Distribuciones S.L.;1007.22;Transporte de mercancía;24
2025-07-06;Ibáñez Logística;4834.75;Revisión anual de equipos;311
2025-07-07;Núñez Ortega y Cía.;2445.19;Revisión anual de equipos;371
2025-07-08;Fernández, Asociados;603.08;Consultoría técnica;175
2025-07-09;Acme Distribuciones S.L.;2217.41;Compra de material informático;196
2025-07-10;García S.L.;4909.42;Formación interna;68
2025-07-11;"Taller ""El Rápido""";67.58;Compra de material informático;49
2025-07-12;Fernández, Asociados;75.47;Compra de material informático;241
2025-07-13;Fernández, Asociados;3234.28;Formación interna;402
2025-07-14;Ibáñez Logística;3689.20;Consultoría técnica;52
2025-07-15;Peña & Hijos;4962.61;Transporte de mercancía;96
2025-07-16;Ibáñez Logística;4650.03;Compra de material informático;401
2025-07-17;Ibáñez Logística;3499.59;Revisión anual de equipos;87
2025-07-18;"Taller ""El Rápido""";1869.76;Servicio de mantenimiento;189
2025-07-19;Fernández, Asociados;204.74;Formación interna;382
2025-07-20;Núñez Ortega y Cía.;3993.92;Compra de material informático;132
2025-07-21;Peña & Hijos;3353.60;Formación interna;147
2025-07-22;Ibáñez Logística;1643.97;Consultoría técnica;92
2025-07-23;Fernández, Asociados;936.36;Compra de material informático;493
2025-07-24;Muñoz Hermanos;2283.31;Servicio de mantenimiento;349
2025-07-25;Núñez Ortega y Cía.;834.52;Consultoría técnica;105
2025-07-26;"Taller ""El Rápido""";3641.76;Servicio de mantenimiento;491
2025-07-27;Muñoz Hermanos;4704.01;Transporte de mercancía;304
2025-07-28;Muñoz Hermanos;4032.16;Compra de material informático;439
2025-07-29;Núñez Ortega y Cía.;4141.75;Consultoría técnica;376
2025-07-30;Núñez Ortega y Cía.;3154.17;Formación interna;66
2025-07-31;Acme Distribuciones S.L.;355.57;Servicio de mantenimiento;19
2025-08-01;Fernández, Asociados;1762.46;Transporte de mercancía;138
2025-08-02;Ibáñez Logística;321.11;Formación interna;104
2025-08-03;Núñez Ortega y Cía.;3519.61;Formación interna;13
2025-08-04;Ibáñez Logística;1152.61;Transporte de mercancía;419
2025-08-05;"Taller ""El Rápido""";388.09;Revisión anual de equipos;78
2025-08-06;Muñoz Hermanos;770.53;Consultoría técnica;198
2025-08-07;Peña & Hijos;4030.87;Revisión anual de equipos;96
2025-08-08;Ibáñez Logística;1439.87;Compra de material informático;218
2025-08-09;Muñoz Hermanos;1769.76;Consultoría técnica;173
2025-08-10;García S.L.;1472.34;Consultoría técnica;458
2025-08-11;Acme Distribuciones S.L.;1931.03;Formación interna;411
2025-08-12;Acme Distribuciones S.L.;2797.90;Formación interna;284
2025-08-13;Muñoz Hermanos;4686.27;Consultoría técnica;81
2025-08-14;Fernández, Asociados;3787.82;Consultoría técnica;426
2025-08-15;"Taller ""El Rápido""";4481.37;Servicio de mantenimiento;124
2025-08-16;Ibáñez Logística;60.68;Transporte de mercancía;288
2025-08-17;"Taller ""El Rápido""";2041.99;Revisión anual de equipos;389
2025-08-18;Acme Distribuciones S.L.;1101.86;Transporte de mercancía;443
2025-08-19;"Taller ""El Rápido""";2461.68;Revisión anual de equipos;391
2025-08-20;Ibáñez Logística;3599.38;Servicio de mantenimiento;204
2025-08-21;Muñoz Hermanos;664.94;Consultoría técnica;462
2025-08-22;Muñoz Hermanos;50.21;Formación interna;335
2025-08-23;Peña & Hijos;117.11;Revisión anual de equipos;482
2025-08-24;Acme Distribuciones S.L.;3411.52;Compra de material informático;112
2025-08-25;"Taller ""El Rápido""";2514.38;Servicio de mantenimiento;277
2025-08-26;Ibáñez Logística;4133.92;Servicio de mantenimiento;258
2025-08-27;Núñez Ortega y Cía.;1342.00;Servicio de mantenimiento;303
2025-08-28;Peña & Hijos;3463.34;Revisión anual de equipos;26
2025-08-29;Núñez Ortega y Cía.;2807.42;Transporte de mercancía;245
2025-08-30;"Taller ""El Rápido""";1043.79;Transporte de mercancía;98
2025-08-31;Ibáñez Logística;2845.94;Revisión anual de equipos;398
2025-09-01;Fernández, Asociados;3491.98;Servicio de mantenimiento;383
2025-09-02;Muñoz Hermanos;3636.39;Compra de material informático;310
2025-09-03;Peña & Hijos;3634.95;Compra de material informático;198
2025-09-04;García S.L.;4020.06;Formación interna;164
2025-09-05;Peña & Hijos;2140.41;Compra de material informático;194
2025-09-06;Acme Distribuciones S.L.;1716.96;Servicio de mantenimiento;321
2025-09-07;Acme Distribuciones S.L.;2066.81;Formación interna;436
2025-09-08;Ibáñez Logística;672.67;Servicio de mantenimiento;185
2025-09-09;Ibáñez Logística;633.51;Formación interna;451
2025-09-10;Núñez Ortega y Cía.;1459.09;Transporte de mercancía;485
2025-09-11;Muñoz Hermanos;2785.18;Revisión anual de equipos;105
2025-09-12;Muñoz Hermanos;443.17;Compra de material informático;476
2025-09-13;Ibáñez Logística;1820.42;Servicio de mantenimiento;160
2025-09-14;Peña & Hijos;1968.79;Servicio de mantenimiento;469
2025-09-15;Ibáñez Logística;314.31;Revisión anual de equipos;313
2025-09-16;Acme Distribuciones S.L.;1026.45;Formación interna;416
2025-09-17;Acme Distribuciones S.L.;1698.53;Transporte de mercancía;128
2025-09-18;"Taller ""El Rápido""";4917.70;Revisión anual de equipos;438
2025-09-19;Ibáñez Logística;1896.06;Consultoría técnica;367
2025-09-20;Muñoz Hermanos;4717.72;Transporte de mercancía;325
2025-09-21;Fernández, Asociados;3997.64;Revisión anual de equipos;270
2025-09-22;García S.L.;1870.85;Formación interna;138
2025-09-23;Núñez Ortega y Cía.;4345.37;Formación interna;35
2025-09-24;Ibáñez Logística;4833.28;Servicio de mantenimiento;485
2025-09-25;Muñoz Hermanos;4162.05;Compra de material informático;172
2025-09-26;Muñoz Hermanos;4451.37;Compra de material informático;192
2025-09-27;Muñoz Hermanos;1896.14;Revisión anual de equipos;442
2025-09-28;Fernández, Asociados;991.59;Transporte de mercancía;290
2025-09-29;Muñoz Hermanos;2908.29;Transporte de mercancía;205
2025-09-30;Ibáñez Logística;4637.39;Compra de material informático;177
2025-10-01;García S.L.;1189.59;Revisión anual de equipos;15
2025-10-02;"Taller ""El Rápido""";1041.71;Consultoría técnica;317
2025-10-03;Peña & Hijos;4807.50;Transporte de mercancía;164
2025-10-04;García S.L.;3411.55;Formación interna;127
2025-10-05;Fernández, Asociados;2613.40;Transporte de mercancía;5
2025-10-06;Ibáñez Logística;4685.25;Consultoría técnica;339
2025-10-07;Ibáñez Logística;1100.74;Consultoría técnica;344
2025-10-08;Acme Distribuciones S.L.;2243.16;Revisión anual de equipos;380
2025-10-09;Núñez Ortega y Cía.;4613.54;Consultoría técnica;36
2025-10-10;García S.L.;2780.94;Formación interna;30
2025-10-11;García S.L.;1199.30;Consultoría técnica;476
2025-10-12;"Taller ""El Rápido""";395.40;Revisión anual de equipos;454
2025-10-13;Ibáñez Logística;4555.31;Revisión anual de equipos;306
2025-10-14;Acme Distribuciones S.L.;1601.40;Consultoría técnica;115
2025-10-15;Peña & Hijos;4606.22;Compra de material informático;475
2025-10-16;García S.L.;4964.68;Revisión anual de equipos;117
2025-10-17;Núñez Ortega y Cía.;2009.46;Formación interna;477
2025-10-18;García S.L.;2945.63;Transporte de mercancía;101
2025-10-19;Muñoz Hermanos;891.04;Compra de material informático;95
2025-10-20;Núñez Ortega y Cía.;2056.02;Transporte de mercancía;432
2025-10-21;Acme Distribuciones S.L.;999.00;Revisión anual de equipos;108
2025-10-22;Peña & Hijos;3326.69;Consultoría técnica;245
2025-10-23;Fernández, Asociados;3081.82;Servicio de mantenimiento;331
2025-10-24;Fernández, Asociados;3938.96;Consultoría técnica;278
2025-10-25;Peña & Hijos;1433.88;Formación interna;151
2025-10-26;Ibáñez Logística;3335.73;Revisión anual de equipos;435
2025-10-27;Ibáñez Logística;1657.38;Consultoría técnica;304
2025-10-28;García S.L.;1856.42;Revisión anual de equipos;328
2025-10-29;García S.L.;2193.89;Servicio de mantenimiento;271
2025-10-30;García S.L.;1696.11;Transporte de mercancía;240
2025-10-31;Peña & Hijos;2067.28;Compra de material informático;462
2025-11-01;Fernández, Asociados;3286.71;Formación interna;47
2025-11-02;Fernández, Asociados;164.15;Formación interna;9
2025-11-03;Ibáñez Logística;864.92;Consultoría técnica;264
2025-11-04;Muñoz Hermanos;4638.83;Servicio de mantenimiento;22
2025-11-05;Muñoz Hermanos;4876.31;Transporte de mercancía;478
2025-11-06;Acme Distribuciones S.L.;482.87;Revisión anual de equipos;293
2025-11-07;Acme Distribuciones S.L.;861.09;Revisión anual de equipos;246
2025-11-08;García S.L.;1788.24;Consultoría técnica;484
2025-11-09;Muñoz Hermanos;4360.38;Compra de material informático;369
2025-11-10;Acme Distribuciones S.L.;873.91;Consultoría técnica;101
2025-11-11;Núñez Ortega y Cía.;699.03;Revisión anual de equipos;190
2025-11-12;Fernández, Asociados;3022.34;Compra de material informático;268
2025-11-13;Fernández, Asociados;2922.16;Servicio de mantenimiento;462
2025-11-14;Muñoz Hermanos;4697.07;Formación interna;296
2025-11-15;"Taller ""El Rápido""";3582.60;Servicio de mantenimiento;164
2025-11-16;Muñoz Hermanos;1161.74;Revisión anual de equipos;213
2025-11-17;Peña & Hijos;835.81;Compra de material informático;442
2025-11-18;García S.L.;2917.05;Servicio de mantenimiento;246
2025-11-19;Núñez Ortega y Cía.;1494.57;Compra de material informático;106
2025-11-20;Ibáñez Logística;2384.03;Revisión anual de equipos;457
2025-11-21;Núñez Ortega y Cía.;720.71;Formación interna;456
2025-11-22;Peña & Hijos;4275.04;Servicio de mantenimiento;411
2025-11-23;Núñez Ortega y Cía.;1271.58;Revisión anual de equipos;458
2025-11-24;Acme Distribuciones S.L.;3282.41;Formación interna;396
2025-11-25;Muñoz Hermanos;433.38;Transporte de mercancía;224
2025-11-26;Núñez Ortega y Cía.;1120.00;Consultoría técnica;384
2025-11-27;Ibáñez Logística;1844.93;Revisión anual de equipos;349
2025-11-28;Muñoz Hermanos;1785.02;Consultoría técnica;231
2025-11-29;Acme Distribuciones S.L.;205.61;Transporte de mercancía;490
2025-11-30;Núñez Ortega y Cía.;4433.04;Consultoría técnica;480
2025-12-01;Muñoz Hermanos;2545.41;Formación interna;491
2025-12-02;Acme Distribuciones S.L.;3003.12;Formación interna;139
2025-12-03;Peña & Hijos;1296.88;Formación interna;344
2025-12-04;Muñoz Hermanos;605.84;Compra de material informático;164
2025-12-05;Peña & Hijos;4139.06;Formación interna;240
2025-12-06;"Taller ""El Rápido""";1506.73;Servicio de mantenimiento;109
2025-12-07;Peña & Hijos;2688.80;Consultoría técnica;53
2025-12-08;Fernández, Asociados;1650.85;Compra de material informático;58
2025-12-09;Muñoz Hermanos;1940.01;Formación interna;120
2025-12-10;Núñez Ortega y Cía.;2313.31;Consultoría técnica;271
2025-12-11;Ibáñez Logística;1132.80;Revisión anual de equipos;95
2025-12-12;Fernández, Asociados;3486.28;Formación interna;358
2025-12-13;Ibáñez Logística;131.53;Formación interna;7
2025-12-14;Fernández, Asociados;4464.75;Compra de material informático;446
2025-12-15;Ibáñez Logística;743.38;Consultoría técnica;168
2025-12-16;Muñoz Hermanos;2534.42;Formación interna;413
2025-12-17;Acme Distribuciones S.L.;677.72;Revisión anual de equipos;291
2025-12-18;García S.L.;3235.34;Servicio de mantenimiento;358
2025-12-19;"Taller ""El Rápido""";3770.45;Transporte de mercancía;478
2025-12-20;"Taller ""El Rápido""";2007.82;Revisión anual de equipos;360
2025-12-21;Acme Distribuciones S.L.;3493.61;Transporte de mercancía;213
2025-12-22;"Taller ""El Rápido""";2765.71;Revisión anual de equipos;276
2025-12-23;Peña & Hijos;25.39;Compra de material informático;71
2025-12-24;Acme Distribuciones S.L.;1773.59;Transporte de mercancía;274
2025-12-25;Muñoz Hermanos;1902.73;Revisión anual de equipos;398
2025-12-26;Núñez Ortega y Cía.;2355.60;Consultoría técnica;95
2025-12-27;"Taller ""El Rápido""";4297.39;Consultoría técnica;68
2025-12-28;García S.L.;3466.73;Consultoría técnica;353
2025-12-29;Acme Distribuciones S.L.;2021.48;Transporte de mercancía;195
2025-12-30;García S.L.;1855.25;Compra de material informático;314
2025-12-31;Ibáñez Logística;2734.12;Consultoría técnica;436
2026-01-01;Núñez Ortega y Cía.;2134.59;Compra de material informático;83
2026-01-02;Peña & Hijos;4511.34;Formación interna;184
2026-01-03;"Taller ""El Rápido""";1432.83;Servicio de mantenimiento;266
2026-01-04;Acme Distribuciones S.L.;1663.87;Transporte de mercancía;246
2026-01-05;Núñez Ortega y Cía.;4702.26;Compra de material informático;185
2026-01-06;Núñez Ortega y Cía.;739.46;Consultoría técnica;47
2026-01-07;Ibáñez Logística;2507.34;Transporte de mercancía;389
2026-01-08;Ibáñez Logística;3905.99;Formación interna;311
2026-01-09;Fernández, Asociados;1315.43;Servicio de mantenimiento;349
2026-01-10;Peña & Hijos;4127.35;Formación interna;257
2026-01-11;Ibáñez Logística;391.45;Transporte de mercancía;465
2026-01-12;Fernández, Asociados;3541.94;Formación interna;451
2026-01-13;García S.L.;387.54;Servicio de mantenimiento;251
2026-01-14;Peña & Hijos;1732.52;Servicio de mantenimiento;7
2026-01-15;"Taller ""El Rápido""";2001.02;Compra de material informático;59
2026-01-16;"Taller ""El Rápido""";2254.83;Formación interna;31
2026-01-17;García S.L.;2352.27;Transporte de mercancía;497
2026-01-18;Fernández, Asociados;2260.04;Servicio de mantenimiento;19
2026-01-19;Fernández, Asociados;3333.75;Formación interna;479
2026-01-20;"Taller ""El Rápido""";1318.89;Transporte de mercancía;180
2026-01-21;"Taller ""El Rápido""";1391.52;Formación interna;74
2026-01-22;Núñez Ortega y Cía.;1701.32;Compra de material informático;228
2026-01-23;Fernández, Asociados;285.30;Formación interna;428
2026-01-24;Fernández, Asociados;2210.74;Formación interna;35
2026-01-25;Fernández, Asociados;1561.50;Compra de material informático;358
2026-01-26;Acme Distribuciones S.L.;743.46;Formación interna;229
2026-01-27;Muñoz Hermanos;554.91;Consultoría técnica;116
2026-01-28;Muñoz Hermanos;4826.45;Consultoría técnica;423
2026-01-29;Ibáñez Logística;1561.68;Transporte de mercancía;288
2026-01-30;Muñoz Hermanos;151.12;Servicio de mantenimiento;56
2026-01-31;Acme Distribuciones S.L.;547.12;Consultoría técnica;273
2026-02-01;García S.L.;4057.67;Consultoría técnica;265
2026-02-02;"Taller ""El Rápido""";2261.03;Transporte de mercancía;138
2026-02-03;Ibáñez Logística;3944.84;Servicio de mantenimiento;5
2026-02-04;"Taller ""El Rápido""";4542.75;Compra de material informático;497
2026-02-05;Muñoz Hermanos;4985.97;Consultoría técnica;117
2026-02-06;García S.L.;2556.29;Revisión anual de equipos;91
2026-02-07;García S.L.;911.20;Transporte de mercancía;289
2026-02-08;"Taller ""El Rápido""";4527.37;Compra de material informático;163
2026-02-09;"Taller ""El Rápido""";4573.45;Transporte de mercancía;8
2026-02-10;Fernández, Asociados;4285.96;Transporte de mercancía;34
2026-02-11;Muñoz Hermanos;4034.80;Revisión anual de equipos;379
2026-02-12;Acme Distribuciones S.L.;1601.25;Servicio de mantenimiento;440
2026-02-13;Peña & Hijos;2161.87;Formación interna;416
2026-02-14;Acme Distribuciones S.L.;4832.72;Revisión anual de equipos;3
2026-02-15;Muñoz Hermanos;4651.52;Formación interna;10
2026-02-16;Ibáñez Logística;2643.67;Compra de material informático;159
2026-02-17;Muñoz Hermanos;715.05;Revisión anual de equipos;233
2026-02-18;García S.L.;297.57;Servicio de mantenimiento;387
2026-02-19;Muñoz Hermanos;2685.77;Revisión anual de equipos;11
2026-02-20;Peña & Hijos;2406.31;Servicio de mantenimiento;473
2026-02-21;Núñez Ortega y Cía.;899.46;Formación interna;64
